effectful_ci_high,effectful_ci_low,effectful_pair_count,effectful_strong_pair_fraction,ghz_strong_pair_fraction,minimum_eligible_stratum_strong_fraction,nonterminal_non_q0_pair_count,nonterminal_non_q0_strong_pair_fraction,pass,variant
0.9820564061622066,0.9331222303981686,16006,0.959890041234537,0.08287292817679558,0.08287292817679558,8322,0.9646719538572458,False,local_only
0.9947421723354675,0.9766940893059836,16006,0.9867549668874173,0.8950276243093923,0.8950276243093923,8322,0.9844989185291997,False,local_plus_global_parity
0.99805500933662,0.982031625418508,16006,0.991378233162564,0.6850828729281768,0.6850828729281768,8322,0.9914683970199472,False,local_plus_pairwise_same_basis
0.9987936636176236,0.9930357263090901,16006,0.9964388354367112,0.9613259668508287,0.9613259668508287,8322,0.9948329728430666,True,local_plus_pairwise_plus_global_parity
